id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29059,Lovely studio Quartier Latin,125031,Maryline,,Ville-Marie,45.51939,-73.56482,Entire home/apt,152,2,344,2021-12-04,2.46,2,323,14,
29061,Maison historique - Quartier Latin,125031,Maryline,,Ville-Marie,45.51929,-73.56493,Entire home/apt,242,3,85,2021-12-03,0.71,2,283,16,
31847,Downtown/Airport room,2319,Gail,,Le Sud-Ouest,45.48467,-73.57995,Private room,50,1,157,2021-09-06,1.12,3,350,4,
34715,Chez Patrac ! Métro Beaubien,149769,Alain,,Rosemont-La Petite-Patrie,45.53818,-73.6036,Entire home/apt,160,4,6,2021-11-29,0.04,1,208,2,261 026
36301,Romantic & peaceful Plateau  loft,381468,Sylvie,,Le Plateau-Mont-Royal,45.53026,-73.58413,Entire home/apt,130,31,42,2021-08-31,0.53,7,176,3,
38118,Beautiful room  with a balcony in front of a parc,163569,M.,,Ville-Marie,45.52699,-73.5584,Private room,50,10,14,2019-09-15,0.11,3,323,0,
46626,Beautiful! Charming! Spacious! Rooms!,208453,Maureen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47012,-73.60725,Private room,63,3,24,2021-10-18,0.19,2,365,4,305995
50479,L'Arcade Douce (CITQ #271530),231694,Noémie,,Rosemont-La Petite-Patrie,45.54157,-73.60737,Entire home/apt,85,3,157,2021-11-28,1.15,1,33,29,271530
66247,Large Loft in Historic Old Montreal,318040,Seb,,Ville-Marie,45.50584,-73.55602,Entire home/apt,110,5,287,2021-11-22,2.15,6,32,23,
67514,Double Bed in Room with Skylight,333083,Dan,,Montréal-Ouest,45.45372,-73.6506,Private room,150,3,0,,,1,0,0,
70801,"Large, sunny house near Old MTL",294382,Jennifer&Steeve,,Le Sud-Ouest,45.47812,-73.55698,Entire home/apt,299,3,25,2021-10-12,0.19,1,219,2,
73171,Romantic garden studio in Plateau,381468,Sylvie,,Le Plateau-Mont-Royal,45.52891,-73.58219,Entire home/apt,110,31,83,2021-08-15,0.64,7,225,5,
75092,Family home with great backyard !,389705,Dan & Chris,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46607,-73.62549,Entire home/apt,185,9,9,2017-08-17,0.10,1,0,0,
85267,Country feeling loft in Plateau,381468,Sylvie,,Le Plateau-Mont-Royal,45.52946,-73.58206,Entire home/apt,120,31,27,2021-11-26,0.21,7,337,4,
98825,Nice apartment in Little-Italy,520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53933,-73.61902,Entire home/apt,99,90,61,2018-08-31,0.48,5,101,0,
99859,Plateau Charm,525486,Sesaye,,Le Plateau-Mont-Royal,45.51856,-73.57756,Entire home/apt,182,3,29,2018-08-06,0.23,1,305,0,
103128,House in Plateau neighbourhood,538123,Peter,,Le Plateau-Mont-Royal,45.51933,-73.57472,Entire home/apt,180,5,18,2015-07-17,0.14,1,123,0,
104554,Large apartment in the heart of Mile end,543969,Victoria,,Le Plateau-Mont-Royal,45.52403,-73.60176,Entire home/apt,101,3,77,2021-09-19,0.60,1,35,5,307546
107860,Room with Single Bed,528512,Jen,,Le Plateau-Mont-Royal,45.52508,-73.58719,Private room,18,90,143,2020-01-07,1.11,1,191,0,
135275,"Charming aparthotel, little Italie",520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53971,-73.61943,Entire home/apt,99,32,72,2019-12-28,0.57,5,101,0,
142722,Charming studio in Plateau heart,381468,Sylvie,,Le Plateau-Mont-Royal,45.52851,-73.58224,Entire home/apt,100,31,119,2021-05-31,0.94,7,102,2,
160639,Cosy Studio apartment,38398,Omar,,Rosemont-La Petite-Patrie,45.54512,-73.59808,Entire home/apt,90,186,16,2019-11-30,0.13,1,358,0,
161827,Hogan 60 -Entire Furnished apartment,753212,Georges,,Le Plateau-Mont-Royal,45.53882,-73.56102,Entire home/apt,71,31,12,2019-09-26,0.10,9,313,0,
164087,Functional studio (Secret Studio) - Mont Royal,292507076,Luckey,,Le Plateau-Mont-Royal,45.52954,-73.57813,Entire home/apt,77,1,568,2021-11-22,4.51,34,12,51,
165108,The Cocooning in the heart of Rosemont,787391,Karine,,Rosemont-La Petite-Patrie,45.54673,-73.57181,Entire home/apt,90,31,31,2021-07-26,0.25,3,161,2,
168331,Family apt (La Famille) - Plateau Mont Royal,292507076,Luckey,,Le Plateau-Mont-Royal,45.52936,-73.5787,Entire home/apt,151,3,516,2020-03-06,4.15,34,0,0,
171627,MINI LOUNGE LOFT,818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49406,-73.62555,Private room,55,365,1,2011-08-11,0.01,3,364,0,
172492,"Plateau Mont-Royal  9 beds/12persons, AC",823036,Diane,,Le Plateau-Mont-Royal,45.51551,-73.57166,Entire home/apt,341,3,242,2020-03-15,1.98,5,15,0,
180947,"Loft at Unity 1, Downtown - 423",387422,Simplissimmo,,Ville-Marie,45.50312,-73.56346,Entire home/apt,115,1,4,2018-10-22,0.04,36,361,0,
182142,6 1/2- COSY - GARDEN & ELECTRIC CAR,818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49172,-73.6247,Entire home/apt,245,31,0,,,3,278,0,
183306,06- Furnished apartment all inclusive,753212,Georges,,Le Plateau-Mont-Royal,45.53813,-73.56195,Entire home/apt,52,31,20,2021-09-11,0.16,9,35,10,
190003,Large sunny room HEARTH of plateau,640693,Marco,,Le Plateau-Mont-Royal,45.51937,-73.56999,Private room,13294,99,1,2011-08-13,0.01,1,365,0,
191567,Cozy and beautiful room in Montreal,926590,Isaumir,,Le Sud-Ouest,45.48062,-73.58676,Private room,45,1,23,2020-03-24,0.18,2,285,0,
196007,Apt top furnished - close downtown,953618,Yves,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48,-73.6299,Entire home/apt,130,7,62,2019-08-05,0.50,1,40,0,
200322,Big double room,163569,M.,,Ville-Marie,45.52735,-73.55765,Private room,102,10,0,,,3,365,0,
206647,Le Montreal - Charming apartment (Atwater market),1016614,Home In Montreal,,Le Sud-Ouest,45.47944,-73.5582,Entire home/apt,83,90,18,2016-06-01,0.16,12,345,0,
208337,"Large apartment, terrace and garden",1025518,Christian,,Le Plateau-Mont-Royal,45.53217,-73.58388,Entire home/apt,150,20,22,2020-01-03,0.18,2,229,0,
211602,Beautiful sun-filled Studio,407029,Hans,,Baie-d'Urfé,45.41282,-73.90712,Entire home/apt,79,2,166,2021-11-29,1.68,1,70,7,
220624,Petit confortable hôtel au centre-ville Montréal,1143998,Adriana,,Ville-Marie,45.51573,-73.56219,Private room,100,2,22,2020-09-07,0.61,9,0,0,
224063,Furnished app 4  1/2 Rosemont JAN-APR 2022,1165771,Géraldine,,Rosemont-La Petite-Patrie,45.54872,-73.57541,Entire home/apt,42,60,1,2019-08-31,0.04,1,91,0,
228313,Cozy Private Flat,1191047,Caroline,,Rosemont-La Petite-Patrie,45.53951,-73.59968,Entire home/apt,65,3,1,2012-08-26,0.01,1,0,0,
231472,Charmant appartement équipé,520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53839,-73.61759,Entire home/apt,125,32,22,2020-03-31,0.19,5,101,0,
234198,Lovely studio in little garden,381468,Sylvie,,Le Plateau-Mont-Royal,45.52991,-73.58205,Entire home/apt,96,3,48,2021-07-25,0.40,7,271,3,
237216,"Modern, quiet Studio",1245164,Christophe &  Marie-Andrée,,Villeray-Saint-Michel-Parc-Extension,45.55275,-73.60055,Entire home/apt,81,32,38,2021-08-02,0.31,1,206,5,
239693,Cozy loft little Italy !!!,555545,Leticia,,Rosemont-La Petite-Patrie,45.5345,-73.6144,Entire home/apt,60,25,70,2019-12-08,0.57,1,0,0,
241212,"Le Laurier, exquisite loft",787391,Karine,,Rosemont-La Petite-Patrie,45.5467,-73.57182,Entire home/apt,160,31,15,2020-08-29,0.13,3,132,0,
248086,Vintage Plateau 2.5 all inclusive,1300334,Dan,,Le Plateau-Mont-Royal,45.53237,-73.57558,Entire home/apt,40,31,24,2021-08-12,0.21,4,104,1,
248088,"Covered Terrace Plateau, 4 bedrooms, 2 balconies",1300334,Dan,,Le Plateau-Mont-Royal,45.53192,-73.57475,Entire home/apt,100,240,3,2021-05-01,0.05,4,127,1,
254268,Gorgeous downtown condo getaway,1335666,Ulka,,Le Sud-Ouest,45.48956,-73.57042,Entire home/apt,119,3,9,2012-09-23,0.08,1,0,0,
256043,Plateau Mont-Royal Apt. - Unique Opportunity,1346302,Stéphanie,,Le Plateau-Mont-Royal,45.52912,-73.57694,Entire home/apt,100,32,34,2020-10-29,0.43,1,331,0,
262688,Le Tierra - Private Parking & Huge Backyard,1016614,Home In Montreal,,Le Sud-Ouest,45.48177,-73.55727,Entire home/apt,70,2,168,2021-12-08,1.48,12,324,30,
267591,Nice & Sunny Condo in HoMa,1403248,Evelyne,,Mercier-Hochelaga-Maisonneuve,45.54636,-73.54222,Entire home/apt,90,15,26,2018-12-31,0.21,1,41,0,
270668,Modern & Cozy Condo Heart of Plateau,1416815,Charles & Chantal,,Le Plateau-Mont-Royal,45.51941,-73.57907,Entire home/apt,100,2,96,2021-08-01,0.80,1,0,2,
285349,original Montreal style,787391,Karine,,Rosemont-La Petite-Patrie,45.55232,-73.58254,Entire home/apt,150,31,9,2021-10-10,0.22,3,133,2,
286671,Magnifique appartement - 2 ch - Plateau Mt-Royal,1145010,Ian,,Le Plateau-Mont-Royal,45.51898,-73.56871,Entire home/apt,140,31,11,2019-11-29,0.10,1,365,0,
298059,Superb cottage Mile-End Plateau !,1536474,Helene,,Le Plateau-Mont-Royal,45.52665,-73.6073,Entire home/apt,180,30,52,2014-10-18,0.43,1,365,0,
309367,Charming and Clean ! 5 min Métro,1562348,Virginie,,Villeray-Saint-Michel-Parc-Extension,45.55169,-73.60007,Entire home/apt,64,180,22,2015-08-13,0.19,3,0,0,
331764,Loft sur le Plateau avec terrasse,1676310,Julien,,Le Plateau-Mont-Royal,45.52916,-73.57174,Entire home/apt,45,30,61,2020-12-04,0.54,1,162,0,
344508,Convenient location and comfortable,839115,Nazzarena,,LaSalle,45.4416,-73.62942,Private room,33,30,6,2012-10-10,0.05,1,0,0,
351671,Plateau cozy studio with balcony,381468,Sylvie,,Le Plateau-Mont-Royal,45.52979,-73.58235,Entire home/apt,119,31,72,2021-08-06,0.62,7,210,6,
353210,Small room in a wonderful house,1789044,Colin&Özge,,Mercier-Hochelaga-Maisonneuve,45.55646,-73.53311,Private room,32,31,24,2021-09-06,0.22,2,20,2,
366300,Beautiful LOFT in the Plateau MTL,1849455,Jackie,,Le Plateau-Mont-Royal,45.51783,-73.58198,Entire home/apt,220,365,15,2017-07-04,0.13,1,364,0,
380222,Like home in NDG! Monthly rental,1908104,Josée,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46567,-73.61991,Entire home/apt,87,30,5,2017-06-03,0.04,1,92,0,
387052,"Classic Plateau, ideal location, all inclusive",1300334,Dan,,Le Plateau-Mont-Royal,45.53103,-73.57404,Entire home/apt,40,240,25,2020-05-31,0.22,4,201,0,
397489,Montreal downtown condo.,1980685,Chad,,Le Sud-Ouest,45.4888,-73.57092,Entire home/apt,119,31,25,2021-02-01,0.22,2,102,2,
411826,Two story condo in the Plateau,2049921,Vlad,,Le Plateau-Mont-Royal,45.53484,-73.5841,Entire home/apt,140,2,0,,,1,0,0,
416010,Apt central et lumineux - poss loc long terme (4),702508,Andréane,,Rosemont-La Petite-Patrie,45.5519,-73.57544,Entire home/apt,45,30,33,2021-08-31,0.29,2,224,1,
418104,Charming studio in old-Rosemont,2077991,Janique And Frederic,,Rosemont-La Petite-Patrie,45.54702,-73.57514,Entire home/apt,75,32,389,2021-11-16,3.32,1,224,3,
426532,Le Bruxelles - CHIC apt near metro: parking &patio,1016614,Home In Montreal,,Verdun,45.46853,-73.57173,Entire home/apt,112,90,11,2019-09-28,0.10,12,242,0,
429585,Spacious historical greystone,478131,Grandma,,Le Plateau-Mont-Royal,45.50841,-73.57701,Entire home/apt,100,30,93,2020-09-10,0.80,5,306,0,
444386,BEAUTY LOFT PLATO NEW  FLAT TV,2207459,Julie Jeanne,,Le Plateau-Mont-Royal,45.52177,-73.57444,Entire home/apt,49,30,132,2020-01-03,1.15,2,254,0,
446991,Fantastik place-3Bdrs-Garden/Métro,1562348,Virginie,,Rosemont-La Petite-Patrie,45.54984,-73.59965,Entire home/apt,137,5,6,2019-08-08,0.06,3,0,0,
453936,"Luminous LOFT, Calm and Spacious",1904354,Serge,,Le Plateau-Mont-Royal,45.51614,-73.581,Entire home/apt,105,3,275,2021-10-18,2.37,1,87,13,
462744,Mtl's largest and best apartment,2118218,Franklin,,Ville-Marie,45.49636,-73.58245,Entire home/apt,469,2,76,2021-08-21,0.65,2,354,1,
481023,Loft-like Apartment & Rooftop Views,1149654,Jessica,,Le Plateau-Mont-Royal,45.52428,-73.58825,Entire home/apt,252,32,15,2019-08-08,0.13,2,21,0,
495117,L’adresse Botanique Studio,2203058,Jean-Pierre,,Mercier-Hochelaga-Maisonneuve,45.5528,-73.55366,Entire home/apt,130,2,6,2019-09-12,0.08,5,182,0,
499726,Superb loft / perfect location,2466247,Richard,,Rosemont-La Petite-Patrie,45.53626,-73.60295,Entire home/apt,165,30,7,2021-10-25,0.06,1,143,3,
500701,Amazing loft in Montreal downtown,2470535,Valerie,,Le Sud-Ouest,45.48004,-73.58113,Entire home/apt,385,2,252,2021-11-29,2.21,2,276,16,
511509,Prime Location in Old Montreal - 2 floors,2519666,Andrew,,Ville-Marie,45.50922,-73.5519,Entire home/apt,90,2,189,2021-12-08,1.63,1,282,30,
513546,High end loft downtown/old Montreal,2529811,Kim And Sam,,Ville-Marie,45.50434,-73.56264,Entire home/apt,110,24,364,2021-09-28,3.14,4,246,8,
516497,Nice 3 1/2 apt in Montreal!,2542820,Geneviève,,Rosemont-La Petite-Patrie,45.54745,-73.57901,Entire home/apt,50,30,11,2019-08-06,0.11,1,0,0,
519896,Chambre au coeur de Montréal !!,2558754,Annie,,Rosemont-La Petite-Patrie,45.53178,-73.60604,Private room,53,1,61,2021-10-17,0.54,2,358,4,
521395,Montreal Village Downtown Quebec,2520266,Frederic,,Ville-Marie,45.52091,-73.55656,Entire home/apt,3178,2,13,2017-10-02,0.11,2,365,0,
526401,Spacious bright loft in the Plateau,915999,Tammy,,Le Plateau-Mont-Royal,45.5137,-73.57614,Entire home/apt,140,180,93,2019-08-17,0.89,1,365,0,
527010,"Petite Patrie, idéal couple ou personne seule.",2567586,Annie,,Rosemont-La Petite-Patrie,45.54101,-73.60008,Private room,38,90,0,,,1,0,0,
527449,"Cosy and private place, Mile End",2591217,Philippe,,Le Plateau-Mont-Royal,45.52952,-73.59487,Entire home/apt,78,42,33,2021-09-20,0.35,1,246,2,
528291,1.Room from 1 months to one year!,2527367,Taby,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49428,-73.61123,Private room,45,90,5,2018-06-09,0.09,1,329,0,
542160,Charming condo Plateau Mont-Royal,2666170,Alex,,Le Plateau-Mont-Royal,45.53666,-73.58142,Entire home/apt,75,10,181,2021-02-01,1.97,1,160,1,
543823,Nice large bedroom in Outremont,2673521,Rémi,,Outremont,45.52212,-73.61251,Private room,99,8,11,2016-06-02,0.10,2,354,0,
556742,"5-1/2 Plateau Mont Royal,2 bedrooms",2737452,Carole,,Le Plateau-Mont-Royal,45.5309,-73.56854,Entire home/apt,75,30,117,2021-11-05,1.03,2,191,3,
559059,An Oasis in the Mile End,2484196,Katherine,,Le Plateau-Mont-Royal,45.52482,-73.59843,Entire home/apt,250,3,23,2019-08-05,0.48,2,0,0,
562291,"Traditional Plateau Home, 2 bedrooms all inclusive",1300334,Dan,,Le Plateau-Mont-Royal,45.53111,-73.57547,Entire home/apt,60,240,21,2020-06-30,0.19,4,90,0,
564098,Bright loft on the Plateau +terrace,2542265,Marilou,,Le Plateau-Mont-Royal,45.53826,-73.5707,Entire home/apt,50,30,8,2020-06-30,0.07,1,174,0,
565545,CASA - BLANCA : PEACE & QUIET,2124794,Aniss,,Mercier-Hochelaga-Maisonneuve,45.5506,-73.5443,Private room,60,31,37,2018-09-20,0.33,1,313,0,
573924,Le New-York : CHIC apt near metro & AtwaterMarket,1016614,Home In Montreal,,Verdun,45.46716,-73.57171,Entire home/apt,99,90,9,2019-09-01,0.08,12,164,0,
579342,Spacious apartment. European charm,2673521,Rémi,,Outremont,45.51698,-73.60742,Entire home/apt,100,3,67,2020-09-20,0.59,2,0,0,
583029,#1 Room in ancestral house near waterfront,2872156,Eve Caroline,,Lachine,45.43393,-73.68545,Private room,49,1,50,2019-11-13,0.44,1,0,0,
584985,Grande chambre dans appartement lumineux,2883070,Yann,,Rosemont-La Petite-Patrie,45.53443,-73.60219,Private room,29,30,13,2021-07-13,0.35,2,0,1,
589770,Montreal at the heart of City-Marie,2909959,Christophe,,Ville-Marie,45.51757,-73.55598,Entire home/apt,102,2,60,2020-03-20,0.53,2,71,0,
598266,NICE & COZY 4-BROOMS Little-Italy STUDENTS WELCOME,2713204,Jean-Philippe,,Rosemont-La Petite-Patrie,45.53491,-73.60668,Entire home/apt,150,30,48,2018-08-09,0.42,3,217,0,
598277,Little Italy/Mile-Ex HUGE ART LOFT,2958195,Laef,,Villeray-Saint-Michel-Parc-Extension,45.53429,-73.62026,Entire home/apt,149,3,129,2021-10-25,1.13,1,155,4,
598378,"Townhouse to rent for families, etc",2510273,Jane,,Le Sud-Ouest,45.48317,-73.57434,Entire home/apt,125,32,16,2019-08-08,0.14,2,107,0,
604018,Montreal split level large  house,2874106,Emile,,Côte-Saint-Luc,45.45761,-73.6689,Private room,165,4,0,,,1,0,0,
609711,Le Laurier Cottage: 2 Story House with Backyard + Breakfast on Demand,1016614,Home In Montreal,,Le Plateau-Mont-Royal,45.53442,-73.58511,Entire home/apt,202,2,162,2021-09-06,1.43,12,0,5,
616408,Unique & huge 3 bdr ap on top floor,3055081,Nath,,Le Plateau-Mont-Royal,45.5285,-73.58559,Entire home/apt,393,28,19,2018-12-08,0.17,1,224,0,
616760,lovely apt. at Parc Laurier,3055612,Lise,,Le Plateau-Mont-Royal,45.52976,-73.58744,Entire home/apt,85,2,49,2019-12-01,0.43,1,168,0,
619850,Apartment on the Plateau,3071673,,,Le Plateau-Mont-Royal,45.53172,-73.57876,Entire home/apt,60,28,102,2021-11-28,0.90,1,72,5,
624078,Amazing 1 Bdrm downtown with garden,3095959,Olivier,,Le Plateau-Mont-Royal,45.50652,-73.57523,Entire home/apt,186,31,5,2020-10-03,0.05,1,344,0,
635179,Backyard house short or long term,3154502,Liette-Kyny,,Le Sud-Ouest,45.47907,-73.57308,Entire home/apt,105,32,9,2021-06-24,0.11,2,324,2,
636982,ROOM IN LOVELY AREA (ROSEMONT),3176181,Pierre-Marc,,Rosemont-La Petite-Patrie,45.54721,-73.59024,Private room,48,1,4,2021-10-01,0.04,1,349,1,
637533,Charming Downtown Montreal,2909959,Christophe,,Ville-Marie,45.51758,-73.55601,Entire home/apt,146,2,99,2021-12-05,0.94,2,232,32,
644898,Eco studio/loft in Mile-End/Plateau,756145,Emmanuel,,Le Plateau-Mont-Royal,45.51884,-73.59048,Entire home/apt,95,1,616,2021-12-05,5.46,2,176,84,Numéro établissement CITQ : 263966
646363,City apartment fully equipped,3239159,Sandy,,Rosemont-La Petite-Patrie,45.57466,-73.57275,Entire home/apt,90,31,25,2021-08-31,0.22,2,313,3,
648178,Montreal Small room Downtown close to airport,2319,Gail,,Le Sud-Ouest,45.48469,-73.57997,Private room,44,1,124,2021-12-06,1.10,3,309,24,
654475,Fully Furnished 2brm apt St-Laurent north Fleury,1803138,MFS - Maria,,Ahuntsic-Cartierville,45.54959,-73.66735,Entire home/apt,105,32,8,2021-09-27,0.10,4,25,1,
655404,Spacious loft in NDG neighborhood,3299104,Franca,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47186,-73.60775,Entire home/apt,40,120,10,2018-05-27,0.09,31,155,0,
662501,Luxurious Plateau Apartment,3345978,Mathieu,,Le Plateau-Mont-Royal,45.52408,-73.59696,Entire home/apt,85,31,21,2021-09-10,0.19,5,349,1,
665574,Near Downtown. Next door subway,3239321,,,Verdun,45.45866,-73.57258,Entire home/apt,90,4,2,2015-07-01,0.02,1,351,0,
669043,grande maison dans la Petite Italie,3387016,André-Line,,Rosemont-La Petite-Patrie,45.53437,-73.61363,Entire home/apt,125,32,2,2018-09-17,0.03,1,29,0,
670874,Great apartment in Ghetto Mc Gill,3399650,Patrick,,Le Plateau-Mont-Royal,45.50844,-73.57838,Entire home/apt,200,30,7,2020-10-29,0.08,1,193,0,
674339,ANNUEL-HOMA 1500 p2 (140m2) + deck,3423809,Delphine,,Mercier-Hochelaga-Maisonneuve,45.54727,-73.53482,Entire home/apt,50,360,0,,,1,365,0,
678502,Great house in the Mile End-Plateau,3405460,Sakina,,Le Plateau-Mont-Royal,45.52137,-73.59811,Entire home/apt,250,7,0,,,1,101,0,
682063,Beautiful and cozy room in Montreal,926590,Isaumir,,Le Sud-Ouest,45.47939,-73.58701,Private room,37,1,23,2019-08-28,0.26,2,288,0,
694291,"CALM, HOMEY PLATEAU DELIGHT - HOLIDAY SPECIAL",1278111,Shelley,,Le Plateau-Mont-Royal,45.52074,-73.57536,Entire home/apt,89,1,26,2021-08-29,0.23,1,12,1,
697025,Cozy and Quaint with Country Charm,2371100,Brandee,,Le Plateau-Mont-Royal,45.52283,-73.57179,Entire home/apt,131,2,27,2013-06-01,0.24,1,0,0,
697198,"Appt Fully furnished, Montreal, Carré St Louis",3571507,Stephane,,Ville-Marie,45.51602,-73.56676,Entire home/apt,43,30,8,2020-03-31,0.19,1,109,0,
698225,charming apartment montreal,3578597,Charlotte,,Outremont,45.51685,-73.61751,Entire home/apt,127,4,6,2019-05-29,0.09,1,0,0,
700208,Eco appartment-Metro d'Iberville,1562348,Virginie,,Villeray-Saint-Michel-Parc-Extension,45.55142,-73.5999,Entire home/apt,45,31,25,2021-06-02,0.23,3,0,1,
700477,L'Escale Waverly,3593341,Elise,,Le Plateau-Mont-Royal,45.52435,-73.59852,Entire home/apt,70,30,20,2020-10-01,0.20,1,0,0,
700828,Heritage flat by the mountain,3588890,Justyna,,Le Plateau-Mont-Royal,45.51885,-73.5858,Entire home/apt,240,3,40,2021-12-08,0.37,1,142,16,
707196,PENTHOUSE: Magnificent city view!,3634907,Marianne,,Le Plateau-Mont-Royal,45.53596,-73.58768,Entire home/apt,100,90,2,2015-06-01,0.02,1,365,0,
713332,"Grand appartement d'exception - Plateau, Montréal",1858387,Fabrice,,Le Plateau-Mont-Royal,45.53152,-73.57408,Entire home/apt,125,7,22,2018-08-05,0.20,1,11,0,
720581,"Home away from home, entire apt",1327466,Marie Gyby,,Saint-Laurent,45.52597,-73.68104,Entire home/apt,60,31,90,2021-11-12,0.88,2,10,1,
723077,Private room in a nice apt :),3734491,Éric,,Rosemont-La Petite-Patrie,45.53289,-73.60519,Private room,50,2,10,2019-10-05,0.13,1,166,0,
726334,"The Red Balcony, 2bdr, AC,  Outremont /Mile end",3758382,Melanie + Guy,,Outremont,45.51811,-73.59867,Entire home/apt,150,31,66,2021-08-28,0.61,1,223,6,
737549,Amazing location .milend 2 bdr,1544615,Remy,,Le Plateau-Mont-Royal,45.52514,-73.59685,Entire home/apt,90,30,9,2021-07-21,0.12,1,231,1,
737840,Best Location with Private Parking,294199,Tj,,Le Plateau-Mont-Royal,45.51771,-73.57325,Entire home/apt,172,365,11,2019-08-25,0.11,1,364,0,
738165,Loft Fantasia - on the Plateau,344531,Antoine,,Le Plateau-Mont-Royal,45.53546,-73.56782,Entire home/apt,85,3,3,2015-09-17,0.03,1,163,0,
739882,Grand logement a aire ouverte,3870879,Karine & Alain,,Mercier-Hochelaga-Maisonneuve,45.54253,-73.54261,Entire home/apt,95,40,17,2020-01-03,0.17,1,0,0,
743417,chambre a loué a montréal,3894572,Jp,,Mercier-Hochelaga-Maisonneuve,45.54974,-73.54547,Private room,380,1,0,,,1,0,0,
744424,Design Apartment in the Most Trendy aera.,3901487,France,,Le Plateau-Mont-Royal,45.5243,-73.59238,Entire home/apt,100,30,149,2021-06-03,1.42,3,161,1,
744459,Magnificent Apartment in Miles End,3901487,France,,Le Plateau-Mont-Royal,45.5241,-73.59248,Entire home/apt,130,30,27,2021-09-25,0.25,3,90,3,
756784,"Get Festival-Ready at a Modern, Minimalist Loft",3984292,Yoann & Markus,,Ville-Marie,45.5202,-73.56335,Entire home/apt,125,28,55,2021-10-25,0.54,2,101,11,306072
759062,Walk to Museums from an Airy Loft Apartment in Old Montreal,1444940,Matthew,,Ville-Marie,45.50188,-73.5557,Entire home/apt,120,5,306,2021-10-17,2.81,1,82,8,
760558,room heart Plateau Mont Royal,715871,Stephanie,,Le Plateau-Mont-Royal,45.52186,-73.58207,Entire home/apt,105,15,42,2021-09-19,0.41,1,29,1,307677
764147,Appartement au coeur du Plateau,4028400,Rogèrio - Rosàrio,,Le Plateau-Mont-Royal,45.53776,-73.5741,Entire home/apt,119,2,202,2021-11-28,1.86,1,220,19,
767978,2 Bedrooms Rosemont close to Subway,4044343,Marie-Josée,,Rosemont-La Petite-Patrie,45.55299,-73.59536,Entire home/apt,50,50,10,2021-08-14,0.13,1,132,1,
781216,Beautiful Condo in old Montreal,4111978,Cecilia,,Ville-Marie,45.50342,-73.55668,Entire home/apt,58,90,29,2019-12-22,0.28,1,344,0,
794235,"Espace typique, sympa et chaleureux",772000,Elise,,Le Plateau-Mont-Royal,45.52891,-73.56403,Entire home/apt,90,7,26,2021-10-17,0.28,1,190,3,
799351,Loft 1800 p2 with two bedrooms,1503542,Noëmie,,Ville-Marie,45.53789,-73.55341,Entire home/apt,310,3,10,2021-10-11,0.09,1,353,5,
803886,"CUTE, COSY & INTIMATE, BALCONY, DOWNTOWN MONTREAL",3160669,Andrei,,Ville-Marie,45.49265,-73.5772,Entire home/apt,58,31,389,2020-02-23,3.74,2,221,0,
815265,2 bedrooms executive suite downtown Montreal - 475,387422,Simplissimmo,,Ville-Marie,45.49238,-73.57625,Entire home/apt,112,1,2,2016-08-07,0.02,36,330,0,
833598,** Modern loft-apartment **,1703886,Albane & Alex,,Mercier-Hochelaga-Maisonneuve,45.5461,-73.54263,Entire home/apt,100,14,5,2021-10-27,0.12,1,68,2,
835065,Mile-End cosy apt with view on Mount-Royal,1021611,Julie,,Le Plateau-Mont-Royal,45.52342,-73.59247,Entire home/apt,170,2,5,2020-09-06,0.10,1,306,0,
839318,"Comfortable, fully equipped apartment in Montreal",4384589,Charles,,Rosemont-La Petite-Patrie,45.54934,-73.58532,Entire home/apt,65,31,25,2021-10-01,0.24,1,335,4,
839334,"Repos & Manna Downtown Montreal,  Rm #1, sleeps 3",3850638,Tony,,Le Sud-Ouest,45.48699,-73.5735,Private room,203,2,0,,,3,177,0,221373
840426,HOME IN THE HEART OF THE PLATEAU,3382340,Yanic,,Le Plateau-Mont-Royal,45.52073,-73.5807,Entire home/apt,155,60,0,,,1,344,0,
842128,A spacious apt in Downtown Montreal,4393679,Animesh,,Ville-Marie,45.49272,-73.56501,Entire home/apt,500,60,0,,,1,0,0,
847794,Skylit Loft in Old Montreal,1176600,Alex,,Ville-Marie,45.50602,-73.55536,Entire home/apt,141,1,552,2021-11-21,5.33,1,236,90,
854388,"2-bdr - furnished, heated & private garden",4462156,Florence Et France,,Le Sud-Ouest,45.44955,-73.59633,Entire home/apt,90,32,1,2016-07-31,0.02,8,356,0,
857008,GEM IN THE HEART OF DOWNTOWN MTL PARKING$,4127661,Karine,,Ville-Marie,45.49255,-73.57961,Entire home/apt,83,31,236,2019-09-02,2.19,1,13,0,
